archivo,accion,destino,nuevo_nombre,motivo,bytes,fecha
Edenor julio 2025 Las Carolas.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/Edenor/2025,,Edenor 2025 (a nombre de Noreventos; mismos 14 medidores),546510,2025-12-15
"Emanuel Satie, Maga, Sean Doron & Tim Engelhardt - Disconnect (feat. Hannah Noelle).mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,17089680,2025-10-17
Enredadera Flores Glicina Artificial Pack X 12 Unid - Sheshu Color Violeta.pdf,BORRAR,,,comprobante de compra en MercadoLibre de 2024/2025,71593,2025-02-26
Eric Prydz - Generate.mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,17248246,2025-12-27
Estatuto2.zip,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,1866019,2025-12-05
Europa_2026.pptx,MOVER,Facu/Documentos,,itinerario del viaje a Europa ago-sep 2026 (personal),399987,2026-05-26
Expensas 2022-2024 (1).xlsx,MOVER,Nordelta Plaza/Principio de mes/Cuentas Corrientes ,,cuenta corriente / expensas / medidores de Nordelta Plaza,42792,2024-06-11
Expensas 2022-2024.xlsx,MOVER,Nordelta Plaza/Principio de mes/Cuentas Corrientes ,,cuenta corriente / expensas / medidores de Nordelta Plaza,42658,2024-06-11
F0139 CARTEL DE OBRA.doc,MOVER,Paseo Nordelta/Documentación/Municipales,,permiso municipal y formularios de obra,113664,2026-06-17
F01407 CARTEL DE OBRA chico.doc,MOVER,Paseo Nordelta/Documentación/Municipales,,permiso municipal y formularios de obra,83968,2026-06-17
FA-A-0008-00009858.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,27865,2024-03-19
FC A0002-00000078.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Enero 2026,,"Consultores Giaccio SRL, 05/01/2026",69244,2026-01-06
FDT Cta Cte.jpeg,MOVER,Nordelta Plaza/Principio de mes/Cuentas Corrientes ,,cuenta corriente / expensas / medidores de Nordelta Plaza,157098,2023-09-07
FONDO ASTRO0.jpg,MOVER,Productoras/Astronomy/Academia/Contenido,,contenido / flyers de la academia,438655,2024-04-22
FabFilter Total Bundle 2026.dmg,MOVER,Facu/PRODUCCIÓN /Instaladores,,instalador de plugin pago: cuesta volver a conseguirlo,364066346,2026-05-19
Fabric Nordelta2 - Arquitectura.pdf,MOVER,Paseo Nordelta/Documentación/Obra /PLANOS,,plano / mensura,519769,2024-05-30
Factura A-00002-00003524.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Enero 2026,,"Redes y Servicios SA, 23/01/2026",61645,2026-05-13
Factura C Facu BIGG.pdf,MOVER,Facu/Documentos/AFIP,,"factura C emitida por Facu a Bigg, feb 2025",85581,2025-02-14
Factura de venta A 00003-00001658 NDPL . SALDO PENDIENTE.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,98393,2023-12-27
Factura de venta A 00003-00002570 NDPL.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,97887,2025-11-11
Facturas Venta-SEPT'23 x Ago'23-MC.xlsx,MOVER,Nordelta Plaza/Principio de mes/Cuentas Corrientes ,,cuenta corriente / expensas / medidores de Nordelta Plaza,21133,2023-10-02
"Faithless, Maceo Plex - Insomnia 2021 (Epic Mix) [Ministry of Sound Recordings].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,18780236,2026-04-07
Fancy Inc - Hypnotic (Extended Mix) [Catch & Release].aiff,MOVER,Facu/DJ/Sin clasificar,,track suelto,54727306,2026-05-23
Fc Alq AGO'23 BIGG.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55500,2023-10-05
Fc Alq AGO'´23 ASTOR - NDPL.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55538,2023-10-05
Fc Rec gs AGO'23 ASTOR - NDPL.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55214,2023-10-05
Feedback Report - Natcheo & Gueva.pdf,MOVER,Productoras/Astronomy/Academia/Contenido/The Bunker,,"feedback del video de The Bunker, ago 2023",64778,2023-08-29
Fezzo - Kids (Extended Mix) [Relentless Label Services].aiff,MOVER,Facu/DJ/Sin clasificar,,track suelto,65365364,2025-12-27
"Fezzo, Dubdogz, Zaark - How Does It Feel (Extended) [TH3RD BRAIN].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,13094748,2026-05-09
"Fezzo, Zaark, InntRaw - Sky (Extended) [TH3RD BRAIN].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,14371009,2026-05-09
FotoPerfil-YouTube (3).png,MOVER,Paseo Nordelta/Youtube,,material del canal de YouTube del Paseo (todo del 07/01/2026),476895,2026-01-07
FotoPerfil-YouTube.png,MOVER,Paseo Nordelta/Youtube,,material del canal de YouTube del Paseo (todo del 07/01/2026),23749,2026-01-07
Futura Tipografia Blanca.png,MOVER,Productoras/Astronomy/Eventos/Boiler Room (Futura:Big Fett) ,,"material Big Fett / Futura, mar 2025",363001,2025-03-10
Futura Tipografia Negra.png,MOVER,Productoras/Astronomy/Eventos/Boiler Room (Futura:Big Fett) ,,"material Big Fett / Futura, mar 2025",362551,2025-03-10
GREG 99 - Waist Move (Extended Mix) [Nervous Records].flac,MOVER,Facu/DJ/Sin clasificar,,track suelto,41650448,2026-05-23
GUIA-ARMAR-TU-OS.pdf,MOVER,Facu/Formación,,"cursos, guías, IA",341880,2026-07-27
Gabriel Ananda - Doppelwhipper (Original Mix) [Truesoul].mp3,BORRAR,,,ya está archivado en Facu/DJ/Sin clasificar (mismo nombre y tamaño),24171446,2025-10-14
Gabss - She Freaks (Original Mix) [EXE AUDIO].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,14817952,2026-05-09
Generate_an_ultra_realistic_ve.mp4,MOVER,Facu/E-COMMERCE $$$,,videos verticales generados con IA el 30/06/2026 (creativos de e-commerce),16910248,2026-06-30
GitHubDesktop-arm64.zip,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,182806766,2026-06-08
Go Back (Super Virginia Cigarrete Master).wav,MOVER,Facu/DJ/Sin clasificar,,track suelto,73460288,2026-03-27
GoogleDrive.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,242552905,2023-03-22
Gorgon City - Voodoo (Extended Mix) [REALM Records].aiff,BORRAR,,,ya está archivado en Facu/DJ/Sin clasificar (mismo nombre y tamaño),66447302,2025-10-14
Gotye & FISHER & Chris Lake & Kimbra & Sante Sansone - Somebody (2024) [Universal-Island Records Ltd.].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,6194043,2025-12-27
Grand Opening.zip,MOVER,Productoras/Astronomy/Academia/Contenido,,contenido / flyers de la academia,5027135,2023-09-11
Greggio - Attack (Extended Mix) [Nu Moda].aiff,MOVER,Facu/DJ/Sin clasificar,,track suelto,61190622,2026-05-23
Guy Gerber - What To Do (Dor Danino Remix) [Rumors].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,16137040,2025-12-27
"Guy J, Henry Saiz - Lamur (Henry Saiz Remix) [Bedrock].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,24471041,2025-10-14
Hoja de cálculo sin título.xlsx,MOVER,Productoras/Astronomy/Eventos/House n Bells,,"hoja 'Gastos ARCHI', misma pestaña que la planilla de House & Bells",56341,2026-02-19
Horarios curso dj profesional.png,MOVER,Productoras/Astronomy/Academia/Contenido,,contenido / flyers de la academia,15559985,2026-08-11
Hospital General de Agudos Dr. I. Pirovano.pdf,MOVER,Facu/Documentos,,tesis / universidad / salud / formulario de alta cliente,6536624,2025-04-16
"Hot Bullet, FatSync - We Don't Need (Extended Mix) [SPINNIN' RECORDS].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,13226293,2026-05-09
IMG_0337.HEIC,MOVER,Paseo Nordelta/Documentación/Obra ,,"foto/captura del Paseo (subagente): Ticket compra alargado, números de productos borrosos (baja)",2790951,2025-12-05
IMG_0338.HEIC,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Factura Pan American Energy $46.727 Aramburu km272 (alta),1918131,2025-12-05
IMG_0528.MP4,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),265229851,2025-11-12
IMG_0531.MP4,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),163326743,2025-11-12
IMG_1149.HEIC,MOVER,Facu/Documentos,,"documento personal (subagente): Pasaporte Facundo Estevez estadounidense, usa (media)",1067797,2026-01-19
IMG_1150.HEIC,MOVER,Facu/Documentos,,documento personal (subagente): Selfie hombre sosteniendo pasaporte Estevez (media),1083770,2026-01-19
IMG_1238.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Foto persona lentes traje lujo (media),11020923,2025-11-12
IMG_1266.JPG,MOVER,Facu/Fotos,,foto personal (subagente): Foto personal Maine Maritime camiseta (alta),4240542,2025-11-12
IMG_2347.PNG,BORRAR,,,duplicado exacto (md5) de: DOMO.png,1335456,2026-04-19
IMG_2685.PNG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Screenshots Instagram influencers followers (media),1221927,2026-05-18
IMG_2686.PNG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Screenshots Instagram influencers invitacion (media),1166610,2026-05-18
IMG_2810.jpg,MOVER,Facu/Documentos,,documento personal (subagente): Screenshot transferencia banco cuenta (alta),147995,2026-06-11
IMG_3334.HEIC,MOVER,Productoras/Astronomy/Academia/Fotos del estudio,,"foto del estudio (subagente): Setup DJ Pioneer con parlante, pantalla, vaso Duff (alta)",1234593,2026-07-24
IMG_3837.heic,MOVER,Facu/Documentos,,foto del pasaporte de Facu,617846,2022-06-13
IMG_3838.heic,MOVER,Facu/Documentos,,foto del pasaporte de Facu,643937,2022-06-13
IMG_4373 2.jpg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Poster Anniversary evento free for all (alta),268011,2024-06-25
IMG_4373 3.jpg,MOVER,Productoras/Astronomy/Academia/Capturas app,,captura de la academia (subagente): Poster Anniversary Astronomy Academy (alta),211468,2024-06-25
IMG_4373.jpg,MOVER,Productoras/Astronomy/Academia/Capturas app,,captura de la academia (subagente): Poster Anniversary Academia evento (alta),389470,2024-06-25
IMG_4760.HEIC,MOVER,Paseo Nordelta/Documentación/Obra ,,"foto/captura del Paseo (subagente): Medidor eléctrico trifásico VOLITA, lectura 11085757.6kWh (media)",869598,2024-07-29
IMG_5714.MOV,PREGUNTAR,,,audio/video grande sin contexto,413282605,2024-10-12
IMG_6752.JPG,MOVER,Facu/Fotos,,foto personal (subagente): Foto personal saltando ropa deportiva (alta),15261830,2025-03-12
IMG_7238 (1).JPG,BORRAR,,,duplicado exacto (md5) de: IMG_7238.JPG,13788622,2025-03-12
IMG_7238.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Retrato profesional artista DJ (media),13788622,2025-03-10
IMG_7526.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Foto DJ evento pantalla proyeccion (alta),188211,2025-11-18
IMG_7860.MOV,MOVER,Productoras/Astronomy/Academia/Fotos del estudio,,renders de opciones para el estudio (mismo día que las fotos del estudio) / videos del estudio mar 2025,35003097,2025-03-25
IMG_7861.HEIC,MOVER,Productoras/Astronomy/Academia/Fotos del estudio,,"foto del estudio (subagente): Estudio Astronomy con Ableton, teclado, luces LED (alta)",2055971,2025-03-25
IMG_7862.HEIC,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"foto/captura de eventos (subagente): Setup DJ Pioneer turntables, backdrop arte, flightcase (alta)",3162620,2025-03-25
IMG_7864.MOV,MOVER,Productoras/Astronomy/Academia/Fotos del estudio,,renders de opciones para el estudio (mismo día que las fotos del estudio) / videos del estudio mar 2025,36786923,2025-03-25
IMG_8442.HEIC,MOVER,Facu/Documentos,,"documento personal (subagente): Pasaporte estadounidense abierto, foto hombre (media)",2163891,2025-05-21
Icono Blanco.png,MOVER,Productoras/Astronomy/Eventos/Boiler Room (Futura:Big Fett) ,,"material Big Fett / Futura, mar 2025",210158,2025-03-10
Icono Negro.png,MOVER,Productoras/Astronomy/Eventos/Boiler Room (Futura:Big Fett) ,,"material Big Fett / Futura, mar 2025",208994,2025-03-10
Ingresos vs Egresos NPlaza - Hoja 1.pdf,MOVER,Nordelta Plaza/Informes ND Plaza,,proyección / cashflow / informe de Nordelta Plaza,87014,2025-08-21
Install_rekordbox_6_7_7.pkg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,580181220,2023-10-12
"JEND, Paccu, Taha Malki - Out Of My Mind (Extended Mix) [Mosaic Records] (1).mp3",BORRAR,,,"duplicado exacto (md5) de: JEND, Paccu, Taha Malki - Out Of My Mind (Extended Mix) [Mosaic Records].mp3",12726886,2025-12-27
"JEND, Paccu, Taha Malki - Out Of My Mind (Extended Mix) [Mosaic Records].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,12726886,2025-10-14
Jamback 'Positive' (Extended Mix) [CircoLoco Records].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,14619824,2025-10-28
"John Summit, venbee - palm of my hands (Odd Mob Extended Remix) [Experts Only].aiff",MOVER,Facu/DJ/Sin clasificar,,track suelto,49070132,2026-05-23
"Joris Voorn, Taylr Renee, Roddy Lima - Machine (Original Mix) [Spectrum (NL)].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,12555049,2026-05-20
"K Loveski, Ewan Rill - Broh Canville (Original Mix) [MNL].aiff",MOVER,Facu/DJ/Sin clasificar,,track suelto,73701448,2025-10-14
K.I.Z - Samstag Ist Krieg (Solomun Dub Remix) [2DIY4].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,17079447,2025-10-14
"Kapuchon, Miss Monique, GLZ - Hot Sauce (Extended) [AETERNA Records].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,14023700,2026-05-23
Kevin McKay - Freed From Desire feat. Start The Party (Jen Payne & CAMPS Extended Remix) [Glasgow Underground].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,14162083,2026-02-24
Kick Astronomy.wav,MOVER,Facu/PRODUCCIÓN /SAMPLE PACKS,,sample,132188,2026-08-25
Kick Astronomy.wav.asd,BORRAR,,,"archivo de análisis de Ableton, se regenera solo",4676,2026-08-25
Krystal Klear - Miyoki (Original Mix) [Running Back].aiff,MOVER,Facu/DJ/Sin clasificar,,track suelto,39970846,2025-10-14
LIQUIDACION-66895299_20-25-2026.pdf,MOVER,Noreventos/Liquidaciones Nordelta,,"liquidación de Nordelta SA a Noreventos, EECC 12/2025",398889,2026-01-20
LIQUIDACION-66895313_20-25-2026.pdf,MOVER,Noreventos/Liquidaciones Nordelta,,"liquidación de Nordelta SA a Noreventos, EECC 12/2025",403726,2026-01-20
LIQUIDACION-66895314_20-25-2026.pdf,MOVER,Noreventos/Liquidaciones Nordelta,,"liquidación de Nordelta SA a Noreventos, EECC 12/2025",395272,2026-01-20
LIQUIDACION-66903350_20-25-2026.pdf,MOVER,Noreventos/Liquidaciones Nordelta,,"liquidación de Nordelta SA a Noreventos, EECC 12/2025",400195,2026-01-20
LOGO BIGFETT white 1.png,MOVER,Productoras/Astronomy/Eventos/Boiler Room (Futura:Big Fett) ,,"material Big Fett / Futura, mar 2025",99179,2025-03-10
LOGO BIGFETT white icon.png,MOVER,Productoras/Astronomy/Eventos/Boiler Room (Futura:Big Fett) ,,"material Big Fett / Futura, mar 2025",86007,2025-03-10
LOGO-HOUSE&BELLS_Mesa de trabajo 1-01.png,MOVER,Productoras/Astronomy/Eventos/House n Bells,,House & Bells 24/12/2025,216599,2025-11-13
LOGO-HOUSE&BELLS_Mesa de trabajo 1-02.png,MOVER,Productoras/Astronomy/Eventos/House n Bells,,House & Bells 24/12/2025,75469,2025-11-13
LZ3 - Bad Connections (Original Mix) [Polyptych Limited].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,14377328,2026-06-12
Landikhan - GT DWN (Original Mix) [LNDKHN].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,13892966,2025-10-14
Latch Rework.wav,MOVER,Facu/DJ/Sin clasificar,,track suelto,58474718,2025-12-27
Let's Go Dancing (Acapella).mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,1902526,2026-05-19
Let's Go Dancing (Acapella).mp3.asd,BORRAR,,,"archivo de análisis de Ableton, se regenera solo",1334701,2026-05-19
Liquidacion Casas del Golf Noviembre 2018.pdf,MOVER,Paseo Nordelta/Documentación,,referencia: modelo de liquidación de expensas / chequeo ARCA de proveedor,324830,2026-09-03
Lista Barcos.xlsx,MOVER,Productoras/Astronomy/Eventos/Private Boat Party,,lista de la Private Boat Party (feb 2025),6540,2025-02-20
Lista frees.xlsx,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),14834,2023-11-04
Logo Foto de Perfil.png,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),188485,2026-03-18
Logos PNG.zip,MOVER,Productoras/Astronomy/Marca Astronomy/Logos,,logos Astronomy Academy / Vladinic / canal YouTube 2023,290980,2023-09-14
"Luciana, Odd Mob - Rock the Rhythm (I Like That feat. Luciana Extended Mix) [October Records].flac",MOVER,Facu/DJ/Sin clasificar,,track suelto,27468303,2026-05-23
"Luciana, Odd Mob - Rock the Rhythm (I Like That feat. Luciana Extended Mix) [October Records].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,9000192,2026-06-12
Luke Alexander - Get Shaky (Extended Mix).mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,4555896,2026-06-12
MAHNI - SUELDOS AGOSTO 2026.PDF,MOVER,Paseo Nordelta/Principio de mes/Recibos de Sueldo/2026/Agosto 2026,,recibos de sueldo MAHNI,202114,2026-09-03
MAHNI - SUELDOS JULIO 2026.PDF,MOVER,Paseo Nordelta/Principio de mes/Recibos de Sueldo/2026/Julio 2026,,recibos de sueldo MAHNI,202655,2026-08-07
MAHNI 2025-12 F.2051 - DJ IVA - SIMPLE.pdf,MOVER,Paseo Nordelta/Principio de mes/Impuestos del mes/2025,,"DDJJ IVA F.2051 de MAHNI, período 2025",72468,2026-06-23
MAHNI 202511 F.2051 - DJ IVA - SIMPLE.pdf,MOVER,Paseo Nordelta/Principio de mes/Impuestos del mes/2025,,"DDJJ IVA F.2051 de MAHNI, período 2025",72470,2026-06-23
MAHNI 202601 F.2051 - DJ IVA - SIMPLE.pdf,MOVER,Paseo Nordelta/Principio de mes/Impuestos del mes/2026,,"DDJJ IVA F.2051 de MAHNI, período 2026",97883,2026-06-23
MAHNI 202602 F.2051 - DJ IVA - SIMPLE.pdf,MOVER,Paseo Nordelta/Principio de mes/Impuestos del mes/2026,,"DDJJ IVA F.2051 de MAHNI, período 2026",97948,2026-06-23
MAHNI 202604 F.2051 - DJ IVA - SIMPLE (1).pdf,BORRAR,,,duplicado exacto (md5) de: MAHNI 202604 F.2051 - DJ IVA - SIMPLE.pdf,76438,2026-06-23
MAHNI 202604 F.2051 - DJ IVA - SIMPLE.pdf,MOVER,Paseo Nordelta/Principio de mes/Impuestos del mes/2026,,"DDJJ IVA F.2051 de MAHNI, período 2026",76438,2026-06-23
MAHNI Cubo Comprobantes de ventas y compras 2026acumulado hasta 30-06-2026.xlsx,MOVER,Paseo Nordelta/Documentación/Balances/2026,,"cubo de ventas y compras del contador, 1er semestre 2026",28840,2026-08-05
MAHNI IVA 202605.pdf,MOVER,Paseo Nordelta/Principio de mes/Impuestos del mes/2026,,"DDJJ IVA F.2051 de MAHNI, período 2026",76431,2026-06-23
MAHNI MANAGEMENT CM CInsc_0.pdf,MOVER,Paseo Nordelta/Documentación/Estatuto & Cuit,,"constancia de inscripción MAHNI, 13/03/2026",7330,2026-03-13
MAHNI-FCA0000300023135 (1).pdf,BORRAR,,,duplicado exacto (md5) de: MAHNI-FCA0000300023135.pdf,116366,2026-05-19
MAHNI-FCA0000300023135.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Abril 2026,,"Transportes Olivos (basura) a MAHNI, 30/04/2026",116366,2026-05-13
MODELO CONTRATO LOCACION NP 'FDT ERSION A FIRMAR.pdf,BORRAR,,,duplicado exacto (md5) de: Contrato locación - FABRICA DEL TACO .pdf,195235,2024-02-22
Maori - One Way [Powder Music].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,15642008,2025-10-14
Mapa de mesas.pdf,MOVER,Productoras/Puzzle,,"plano de mesas con 'puzzle STAGE' (evento con Puzzle, 2026)",122907,2026-06-19
Max Styler - I Know You Want To (Extended Mix) [Insomniac Records].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,11791338,2026-05-20
Meduza.wav,MOVER,Facu/DJ/Sin clasificar,,track suelto,73746624,2023-03-15
Meera (NO) - Stikk [Crosstown Rebels].flac,MOVER,Facu/DJ/Sin clasificar,,track suelto,65954442,2024-09-22
Mesas-HOUSE&BELLS_1-precios (2).png,MOVER,Productoras/Astronomy/Eventos/House n Bells,,House & Bells 24/12/2025,4919012,2025-10-21
Mesas-HOUSE&BELLS_2-sin precios (2).png,MOVER,Productoras/Astronomy/Eventos/House n Bells,,House & Bells 24/12/2025,4721257,2025-10-21
"Metroplane, Daniel Wilson - Be Where I Am feat. Daniel Wilson (Whitesquare Extended Remix) [Club Sweat].aiff",MOVER,Facu/DJ/Sin clasificar,,track suelto,69070412,2025-10-14
Metros de 3 locales nuevos.jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,presentación comercial / presupuesto de demolición / fotos de locales / propuesta APEX (wellness),67661,2026-05-13
Movimientos (1).xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,32256,2026-04-02
Movimientos (2).xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,10752,2026-04-02
Movimientos Banco Septiembre 2023.xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,15872,2023-10-09
Movimientos noviembre 2.xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,6144,2024-12-03
Movimientos noviembre.xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,14336,2024-12-03
Movimientos octubre 2.xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,7680,2024-12-03
Movimientos octubre.xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,11264,2024-12-03
Movimientos.xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,12288,2023-07-27
Multa Alcoholemia .pdf,MOVER,Facu/Documentos/Auto NFV983,,"documentación del auto NFV983 (cédula, registro, póliza, RTO, DNI del titular anterior)",148627,2025-07-27
Municipal,MOVER,Paseo Nordelta/Documentación/Municipales,Permiso Municipal 2026-03-31,permiso municipal y formularios de obra,11447654,2026-04-01
Municipal (1).rar,BORRAR,,,duplicado exacto (md5) de: Municipal.rar,10676855,2026-04-01
Municipal.rar,BORRAR,,,zip ya descomprimido: mismo contenido que 'Municipal',10676855,2026-04-01
Municipal.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'Municipal',11010952,2026-04-01
N&D SOLUCIONES INDUSTRIALES S.A. BASE ARCA FACTURAS APOCRIFAS.pdf,MOVER,Paseo Nordelta/Documentación,,referencia: modelo de liquidación de expensas / chequeo ARCA de proveedor,87432,2026-02-23
NATIVE-logos-02.png,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),42647,2026-05-03
NDPL SAS Contrato de Locación con Destino Comercial- HASHTAG S.R.L. MARZO 2024 (VOLTA + OPEN 25)[46] (1).docx,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,32989,2024-06-03
NDPL SAS Contrato de Locación con Destino Comercial- HASHTAG S.R.L. MARZO 2024 (VOLTA + OPEN 25)[46] (1).pdf,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,228854,2024-06-03
NDPL SAS Contrato de Locación con Destino Comercial- HASHTAG S.R.L. MARZO 2024 (VOLTA + OPEN 25)[46].docx,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,32909,2024-05-30
NDPL SAS Contrato de Locación con Destino Comercial- SUSHINOR SA JUNIO 2024[74].docx,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,1332205,2024-05-30
NDPLSAS 20921.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,114011,2025-03-14
NDPLSAS-FCA0000300022508.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,116176,2026-01-07
NE 2022-23.xlsx,MOVER,Noreventos,,planilla / cashflow de Noreventos (NE),10367617,2023-04-28
NE 2024cat.xlsx,MOVER,Noreventos,,planilla / cashflow de Noreventos (NE),722360,2026-04-02
NE 2025.xlsx,MOVER,Noreventos,,planilla / cashflow de Noreventos (NE),171026,2026-04-02
NORDELTA PLAZA CONTRATOS DE LOCACIÓN.zip,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,236772,2024-03-13
NachoReel_4 (1).mp4,BORRAR,,,duplicado exacto (md5) de: NachoReel_4.mp4,114379482,2023-11-07
NachoReel_4.mp4,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),114379482,2023-09-03
Naranja.png,BORRAR,,,subagente: Imagen color naranja genérica (alta),128494,2026-05-18
"Noir, Haze - Around (Reimagined Extended Mix) [Defected].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,16454766,2026-06-12
"Noir, Haze, Meduza - Around (Extended Mix) [Defected].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,12917394,2026-06-12
Nordelta Plaza - Contrato de Locación c_ fin Comercial. .pdf,MOVER,Nordelta Plaza/Contratos Locatarios,,"modelo de contrato de locación NDPL, nov 2025",274371,2025-11-11
Notas N05. CHECK LIST 13042021.docx,MOVER,Paseo Nordelta/Documentación/Municipales,,permiso municipal y formularios de obra,812152,2026-06-17
Notre Dame - No Rules (Original Mix) [Diynamic].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,14215136,2026-05-23
Nuevo Formulario Alta Cliente v04.xlsm,MOVER,Facu/Documentos,,tesis / universidad / salud / formulario de alta cliente,316015,2026-01-19
Nuevo Formulario Alta Cliente v04.xlsm - F alta.pdf,MOVER,Facu/Documentos,,tesis / universidad / salud / formulario de alta cliente,502013,2026-01-20
Nuevo Formulario Alta Cliente v04.xlsx,MOVER,Facu/Documentos,,tesis / universidad / salud / formulario de alta cliente,316109,2026-01-20
NuevoCurso_Astronomy,BORRAR,,,el zip con el mismo contenido ya está en Academia/Contenido/NuevoCurso_Astronomy.zip,45520526,2026-07-15
